Frame count,Player 1 Keypoints,Player 2 Keypoints,Ball Position,Shot Type,Player 1 RL World Position,Player 2 RL World Position,Ball RL World Position
19,"[[0.22667229175567627, 0.7548256516456604], [0.228875070810318, 0.7463527321815491], [0.0, 0.0], [0.23546047508716583, 0.7464426755905151], [0.0, 0.0], [0.24271345138549805, 0.7760023474693298], [0.24431917071342468, 0.7653137445449829], [0.25220370292663574, 0.8636370301246643], [0.2458736151456833, 0.8453110456466675], [0.25686031579971313, 0.9034708738327026], [0.2548784613609314, 0.8992080688476562], [0.2813166081905365, 0.8348764777183533], [0.28405678272247314, 0.8302454352378845], [0.23585548996925354, 0.8942416906356812], [0.25106266140937805, 0.8834331035614014], [0.2704821527004242, 0.9578686952590942], [0.28013211488723755, 0.9488250017166138]]","[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.45559102296829224, 0.5249662399291992], [0.0, 0.0], [0.45411229133605957, 0.5624607801437378], [0.4816227853298187, 0.5563827753067017], [0.4506368041038513, 0.61070716381073], [0.5013977885246277, 0.6020554900169373], [0.4526316523551941, 0.6372141242027283], [0.507929801940918, 0.6281134486198425], [0.4685010015964508, 0.6621013879776001], [0.48782363533973694, 0.6588019132614136], [0.45252925157546997, 0.729506254196167], [0.4851814806461334, 0.726383626461029], [0.4549035131931305, 0.8113867044448853], [0.4946984648704529, 0.805330216884613]]","[97, 335]",tight_straight drive,"[2.424, 3.247, 1.393]","[3.18, 1.696, 3.028]","[0, 0, 0]"
20,"[[0.0, 0.0], [0.23998236656188965, 0.7684346437454224], [0.0, 0.0], [0.24699530005455017, 0.7637198567390442], [0.0, 0.0], [0.2542581260204315, 0.7845322489738464], [0.27177733182907104, 0.773560106754303], [0.24700574576854706, 0.8460550904273987], [0.0, 0.0], [0.24153165519237518, 0.8863710165023804], [0.0, 0.0], [0.2809353172779083, 0.8446313738822937], [0.2941637933254242, 0.840244472026825], [0.25000783801078796, 0.895337700843811], [0.26923003792762756, 0.8912867307662964], [0.26197654008865356, 0.9652290940284729], [0.2834472358226776, 0.9540095925331116]]","[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.45594438910484314, 0.5221495032310486], [0.46634921431541443, 0.518165647983551], [0.4523966312408447, 0.5604557394981384], [0.48352518677711487, 0.553621232509613], [0.4478937089443207, 0.6105402708053589], [0.5026170611381531, 0.6010652184486389], [0.45176753401756287, 0.6378584504127502], [0.5093801021575928, 0.6286637187004089], [0.4655216336250305, 0.6585460305213928], [0.4877195954322815, 0.6552591323852539], [0.45116010308265686, 0.7316027879714966], [0.4887978136539459, 0.7287192344665527], [0.448556125164032, 0.812701940536499], [0.49544280767440796, 0.8069896101951599]]","[97, 335]",tight_straight drive,"[2.324, 3.216, 1.311]","[3.178, 1.776, 2.968]","[0, 0, 0]"
21,"[[0.22645357251167297, 0.763698399066925], [0.22728626430034637, 0.7565391659736633], [0.0, 0.0], [0.23384229838848114, 0.7528855204582214], [0.0, 0.0], [0.24515311419963837, 0.775783896446228], [0.2587130665779114, 0.7546617984771729], [0.24940307438373566, 0.8484944105148315], [0.0, 0.0], [0.24635282158851624, 0.8825644850730896], [0.0, 0.0], [0.28254979848861694, 0.8429297804832458], [0.29358378052711487, 0.8329757452011108], [0.23922543227672577, 0.8891534805297852], [0.2603119909763336, 0.8725439310073853], [0.25805217027664185, 0.960896372795105], [0.2819308638572693, 0.9418557286262512]]","[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.4537908136844635, 0.5257696509361267], [0.46718496084213257, 0.5204076170921326], [0.4510014057159424, 0.5624727606773376], [0.4840814471244812, 0.5535703301429749], [0.4461747109889984, 0.6127857565879822], [0.5031538605690002, 0.6009163856506348], [0.44952183961868286, 0.6403700113296509], [0.5087282061576843, 0.6305476427078247], [0.4657596945762634, 0.6584206223487854], [0.4900820255279541, 0.6541827917098999], [0.44562166929244995, 0.7285737991333008], [0.4928755760192871, 0.7247476577758789], [0.4385281503200531, 0.8072636723518372], [0.4999748766422272, 0.8001160621643066]]","[97, 335]",tight_straight drive,"[2.349, 3.224, 1.331]","[3.18, 1.754, 2.985]","[0, 0, 0]"
22,"[[0.2289642095565796, 0.7494364380836487], [0.22991760075092316, 0.7419703006744385], [0.0, 0.0], [0.23661521077156067, 0.7375936508178711], [0.0, 0.0], [0.2471473217010498, 0.7616554498672485], [0.26464444398880005, 0.7342316508293152], [0.25092437863349915, 0.8281164169311523], [0.2833525538444519, 0.763469934463501], [0.2464052438735962, 0.8546602725982666], [0.28204602003097534, 0.7831040024757385], [0.28456544876098633, 0.8344601988792419], [0.2966541647911072, 0.8213890194892883], [0.24404415488243103, 0.8926345705986023], [0.2635412812232971, 0.8727772235870361], [0.25698965787887573, 0.9673224687576294], [0.27738529443740845, 0.9465532302856445]]","[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.45125705003738403, 0.5296427607536316], [0.46780863404273987, 0.5234702229499817], [0.4479256272315979, 0.5655158758163452], [0.48379629850387573, 0.5552470088005066], [0.4442617893218994, 0.6154165267944336], [0.5029124021530151, 0.6030459403991699], [0.45068472623825073, 0.6414441466331482], [0.5089463591575623, 0.6316220164299011], [0.46365633606910706, 0.6593430638313293], [0.4902496337890625, 0.6548081040382385], [0.4436120390892029, 0.7302470803260803], [0.4948979318141937, 0.7263980507850647], [0.4339759349822998, 0.8054104447364807], [0.5011845827102661, 0.7979004979133606]]","[97, 335]",tight_straight drive,"[2.329, 3.22, 1.315]","[3.188, 1.772, 2.973]","[0, 0, 0]"
23,"[[0.22878575325012207, 0.7493870854377747], [0.22970890998840332, 0.7419943809509277], [0.0, 0.0], [0.2363714724779129, 0.7378122210502625], [0.0, 0.0], [0.24696151912212372, 0.7620329856872559], [0.2646976411342621, 0.7340856790542603], [0.25091367959976196, 0.8287728428840637], [0.28328371047973633, 0.7629513144493103], [0.24635103344917297, 0.8549785017967224], [0.28186988830566406, 0.7821325659751892], [0.284498393535614, 0.8346835374832153], [0.2967771589756012, 0.8213847875595093], [0.24404692649841309, 0.8928251266479492], [0.2637013792991638, 0.8725481033325195], [0.2569092810153961, 0.9674467444419861], [0.27762556076049805, 0.9460844993591309]]","[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.45125332474708557, 0.529647171497345], [0.4678197503089905, 0.5234766006469727], [0.44792523980140686, 0.5655184984207153], [0.48379355669021606, 0.5552514791488647], [0.44428330659866333, 0.6153937578201294], [0.5029162168502808, 0.6030451655387878], [0.4507237374782562, 0.6414340734481812], [0.5089457631111145, 0.6316290497779846], [0.4636596143245697, 0.6593217253684998], [0.4902510643005371, 0.654787003993988], [0.443611204624176, 0.7301673293113708], [0.4948829710483551, 0.7263217568397522], [0.4340035021305084, 0.8053739666938782], [0.5011964440345764, 0.7978675961494446]]","[97, 335]",tight_straight drive,"[2.306, 3.208, 1.297]","[3.19, 1.784, 2.964]","[0, 0, 0]"
24,"[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.2335580289363861, 0.7223984599113464], [0.0, 0.0], [0.24262917041778564, 0.7538542747497559], [0.27558013796806335, 0.7212544083595276], [0.2548222541809082, 0.8220150470733643], [0.30567795038223267, 0.7593534588813782], [0.25050681829452515, 0.8219538927078247], [0.3164440989494324, 0.7823359370231628], [0.2855307161808014, 0.8378337621688843], [0.3039950728416443, 0.8220621943473816], [0.26079854369163513, 0.906976044178009], [0.26012668013572693, 0.8774048089981079], [0.28015783429145813, 0.9792054295539856], [0.26017704606056213, 0.946279764175415]]","[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.45316368341445923, 0.5347167253494263], [0.467526376247406, 0.5297859311103821], [0.44895872473716736, 0.5713869333267212], [0.48232531547546387, 0.5630407333374023], [0.4472026228904724, 0.620379626750946], [0.5008320212364197, 0.6094699501991272], [0.4549177289009094, 0.6497345566749573], [0.5067943334579468, 0.6400262117385864], [0.46170082688331604, 0.6620265245437622], [0.4880346655845642, 0.6583163142204285], [0.4414807856082916, 0.7317225933074951], [0.49832063913345337, 0.7283459305763245], [0.4304753839969635, 0.8039594292640686], [0.5099300742149353, 0.7975403666496277]]","[97, 335]",tight_straight drive,"[2.307, 3.209, 1.298]","[3.19, 1.784, 2.964]","[0, 0, 0]"
25,"[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.24436382949352264, 0.7060519456863403], [0.0, 0.0], [0.25287091732025146, 0.7397513389587402], [0.2854241728782654, 0.7003870606422424], [0.2655646800994873, 0.7955678105354309], [0.31361016631126404, 0.7239305377006531], [0.25847870111465454, 0.7897281050682068], [0.3264879286289215, 0.7609005570411682], [0.2901691198348999, 0.8270741701126099], [0.3081144690513611, 0.8071027398109436], [0.2693852186203003, 0.9050682187080383], [0.2685178518295288, 0.8669264316558838], [0.2848420739173889, 0.9588987827301025], [0.26394549012184143, 0.919075071811676]]","[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.453765869140625, 0.5467289686203003], [0.0, 0.0], [0.45164012908935547, 0.5813970565795898], [0.48728814721107483, 0.5739496350288391], [0.44478002190589905, 0.6337815523147583], [0.5052397847175598, 0.63099604845047], [0.4467388689517975, 0.6414897441864014], [0.5056805610656738, 0.6522129774093628], [0.46264737844467163, 0.6773645877838135], [0.49197930097579956, 0.6726557016372681], [0.43736782670021057, 0.740765392780304], [0.4978242814540863, 0.7326247096061707], [0.42259955406188965, 0.8158998489379883], [0.5126633644104004, 0.8062050938606262]]","[97, 335]",tight_straight drive,"[2.194, 3.145, 1.215]","[3.205, 1.774, 2.971]","[0, 0, 0]"
26,"[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.25048068165779114, 0.6858012676239014], [0.27081355452537537, 0.6727202534675598], [0.26047778129577637, 0.7176220417022705], [0.29313573241233826, 0.6937498450279236], [0.2650212347507477, 0.7732030153274536], [0.332197904586792, 0.7368727922439575], [0.25998491048812866, 0.7909626364707947], [0.345323771238327, 0.7608457803726196], [0.2872947156429291, 0.8214792609214783], [0.30700045824050903, 0.8093791604042053], [0.26491591334342957, 0.9017070531845093], [0.2881239056587219, 0.888606607913971], [0.26805248856544495, 0.9744918942451477], [0.28978458046913147, 0.9530746340751648]]","[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.45564359426498413, 0.5571720600128174], [0.47260451316833496, 0.5504781603813171], [0.4512014389038086, 0.5930761098861694], [0.4859510362148285, 0.5833371877670288], [0.44282102584838867, 0.6456955075263977], [0.5031434297561646, 0.638554036617279], [0.44422274827957153, 0.6526196002960205], [0.5075739622116089, 0.6614384055137634], [0.4627639651298523, 0.6887310743331909], [0.49140477180480957, 0.683788537979126], [0.43898630142211914, 0.74726802110672], [0.49991434812545776, 0.7381505966186523], [0.4239473342895508, 0.8189758062362671], [0.5153468251228333, 0.8090243935585022]]","[319, 129]",crosscourt drive,"[2.193, 3.155, 1.213]","[3.21, 1.709, 3.019]","[0, 0, 0]"
27,"[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.2713165879249573, 0.6620000004768372], [0.0, 0.0], [0.27692097425460815, 0.701671838760376], [0.3095642626285553, 0.6774455904960632], [0.2679683566093445, 0.7582680583000183], [0.33611273765563965, 0.7221406698226929], [0.2672256529331207, 0.7576513290405273], [0.34544044733047485, 0.7571438550949097], [0.2956387400627136, 0.8120839595794678], [0.3118736445903778, 0.7983012795448303], [0.27820467948913574, 0.9029372930526733], [0.27019214630126953, 0.8813398480415344], [0.296665757894516, 0.9673134088516235], [0.26706749200820923, 0.9484032392501831]]","[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.4602538049221039, 0.5716828107833862], [0.47619032859802246, 0.5662994384765625], [0.45241570472717285, 0.6089144349098206], [0.48906391859054565, 0.6014554500579834], [0.441397100687027, 0.6658280491828918], [0.5039812922477722, 0.662895143032074], [0.4406018853187561, 0.6814888119697571], [0.5078977346420288, 0.6935924291610718], [0.46046343445777893, 0.7029612064361572], [0.4909049868583679, 0.6993584632873535], [0.4395747184753418, 0.7515327334403992], [0.5055983662605286, 0.7448150515556335], [0.4229159355163574, 0.8216615319252014], [0.5192846059799194, 0.815635085105896]]","[319, 129]",crosscourt drive,"[2.385, 3.236, 1.36]","[3.214, 1.704, 3.023]","[0, 0, 0]"
28,"[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.2683050036430359, 0.651427686214447], [0.0, 0.0], [0.27351731061935425, 0.6899905800819397], [0.31260237097740173, 0.6718848347663879], [0.2756449580192566, 0.7424072027206421], [0.34285521507263184, 0.7160090804100037], [0.27585461735725403, 0.7598155736923218], [0.35151997208595276, 0.7374191284179688], [0.2954947352409363, 0.7970480918884277], [0.3189459443092346, 0.7877422571182251], [0.28620007634162903, 0.885349452495575], [0.30060651898384094, 0.8762697577476501], [0.2915414273738861, 0.9691840410232544], [0.29591214656829834, 0.9533472657203674]]","[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.46521812677383423, 0.5825587511062622], [0.4798498749732971, 0.5786316990852356], [0.456789493560791, 0.615153431892395], [0.4925170838832855, 0.610432505607605], [0.44275131821632385, 0.670375645160675], [0.5034328103065491, 0.6690771579742432], [0.4367968440055847, 0.7041372656822205], [0.5039416551589966, 0.7029315233230591], [0.46199020743370056, 0.7018738389015198], [0.4920380115509033, 0.6998168230056763], [0.4423442482948303, 0.744391143321991], [0.5080934762954712, 0.7413411736488342], [0.4240933060646057, 0.8167251348495483], [0.5184862613677979, 0.8137473464012146]]","[319, 129]",crosscourt drive,"[2.242, 3.175, 1.249]","[3.221, 1.69, 3.032]","[0, 0, 0]"
29,"[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.2683652937412262, 0.6515796184539795], [0.0, 0.0], [0.273512065410614, 0.6898329257965088], [0.3125551640987396, 0.6719388961791992], [0.2754638195037842, 0.7420361042022705], [0.3426785469055176, 0.7159082293510437], [0.2756618857383728, 0.7588490843772888], [0.35136598348617554, 0.7366260886192322], [0.2954138219356537, 0.7968467473983765], [0.3187752366065979, 0.7876145839691162], [0.28616973757743835, 0.8848928809165955], [0.3001664876937866, 0.8758922815322876], [0.29179325699806213, 0.9683384299278259], [0.29541704058647156, 0.952628493309021]]","[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.46520328521728516, 0.5823124647140503], [0.4797593057155609, 0.5783533453941345], [0.4566522240638733, 0.6148602962493896], [0.4924275875091553, 0.6100954413414001], [0.44259992241859436, 0.6699726581573486], [0.5033144950866699, 0.6686726212501526], [0.4367954134941101, 0.7034729719161987], [0.5040568709373474, 0.7024007439613342], [0.4617839455604553, 0.7012354731559753], [0.49187079071998596, 0.6991675496101379], [0.44220298528671265, 0.7440693974494934], [0.5081093311309814, 0.7409407496452332], [0.42407503724098206, 0.8164058327674866], [0.5186182260513306, 0.8132913112640381]]","[319, 129]",crosscourt drive,"[2.42, 3.245, 1.39]","[3.22, 1.696, 3.028]","[0, 0, 0]"
30,"[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.27774715423583984, 0.6401658654212952], [0.2970096170902252, 0.6312657594680786], [0.27583983540534973, 0.6858843564987183], [0.31799766421318054, 0.661364734172821], [0.273075133562088, 0.7436940670013428], [0.3428322672843933, 0.7037644386291504], [0.27514487504959106, 0.7498177289962769], [0.35100507736206055, 0.7386754155158997], [0.30325958132743835, 0.7911657691001892], [0.3280903100967407, 0.7790029644966125], [0.28925377130508423, 0.8771711587905884], [0.2976924479007721, 0.8562402725219727], [0.3082561194896698, 0.95466148853302], [0.2999924421310425, 0.9370530843734741]]","[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.47403067350387573, 0.5895115733146667], [0.4887459874153137, 0.5905673503875732], [0.46105679869651794, 0.6253742575645447], [0.49870413541793823, 0.6275771856307983], [0.4492027163505554, 0.6732784509658813], [0.5113955140113831, 0.6781675815582275], [0.452106773853302, 0.707411527633667], [0.5112643837928772, 0.7107011675834656], [0.4639417231082916, 0.7196323871612549], [0.4946254789829254, 0.7210468649864197], [0.44191989302635193, 0.7375580072402954], [0.511853039264679, 0.7393901348114014], [0.4238489270210266, 0.8041818141937256], [0.5235092043876648, 0.8066596388816833]]","[319, 129]",crosscourt drive,"[2.417, 3.244, 1.387]","[3.22, 1.701, 3.024]","[0, 0, 0]"
31,"[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.2851887047290802, 0.6314347982406616], [0.30531108379364014, 0.6218574047088623], [0.28367871046066284, 0.6760684251785278], [0.32501107454299927, 0.6592971086502075], [0.27589336037635803, 0.7324380874633789], [0.35505416989326477, 0.7088804244995117], [0.26976802945137024, 0.7602944374084473], [0.36048299074172974, 0.7436610460281372], [0.30636289715766907, 0.784086287021637], [0.3302033543586731, 0.7761514186859131], [0.30069634318351746, 0.8639410138130188], [0.3115820288658142, 0.8561238050460815], [0.31073492765426636, 0.9531229734420776], [0.30708497762680054, 0.9395828247070312]]","[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.4831191897392273, 0.5928059816360474], [0.49834829568862915, 0.5931663513183594], [0.4716503620147705, 0.6310648322105408], [0.5088924765586853, 0.6314491033554077], [0.4596713185310364, 0.6761122345924377], [0.5187583565711975, 0.6778745651245117], [0.45905303955078125, 0.7040097713470459], [0.5142432451248169, 0.7065889239311218], [0.4701201915740967, 0.7189385890960693], [0.5010420680046082, 0.7188039422035217], [0.44664716720581055, 0.7357156276702881], [0.5186184048652649, 0.7362254858016968], [0.4221784472465515, 0.8053076863288879], [0.5268169641494751, 0.8055319786071777]]","[319, 129]",crosscourt drive,"[2.431, 3.252, 1.399]","[3.23, 1.82, 2.935]","[0, 0, 0]"
32,"[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.29404598474502563, 0.6291077733039856], [0.31369349360466003, 0.6211297512054443], [0.29014381766319275, 0.6729921698570251], [0.33232057094573975, 0.659638524055481], [0.27794942259788513, 0.7339266538619995], [0.35976743698120117, 0.7160794734954834], [0.2697823643684387, 0.7705842852592468], [0.36327147483825684, 0.7585396766662598], [0.3122155964374542, 0.7813224196434021], [0.33729803562164307, 0.7754278182983398], [0.303845077753067, 0.861636757850647], [0.3203417956829071, 0.8558714389801025], [0.3120870888233185, 0.9521170854568481], [0.3171752095222473, 0.9412883520126343]]","[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.49538975954055786, 0.5895254611968994], [0.5096905827522278, 0.5924059748649597], [0.4811285138130188, 0.6263539791107178], [0.5165673494338989, 0.6323409080505371], [0.4704640507698059, 0.6648563742637634], [0.5247193574905396, 0.678659200668335], [0.4767996370792389, 0.6914286017417908], [0.5249902009963989, 0.7004988789558411], [0.47644537687301636, 0.7132766842842102], [0.5063709020614624, 0.7167852520942688], [0.4550256133079529, 0.7399832010269165], [0.528485119342804, 0.7442874312400818], [0.4233248829841614, 0.7971028685569763], [0.530397891998291, 0.803554892539978]]","[319, 129]",crosscourt drive,"[2.471, 3.256, 1.435]","[3.237, 1.878, 2.89]","[0, 0, 0]"
33,"[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.3040262758731842, 0.6274780035018921], [0.3227670192718506, 0.6214863061904907], [0.2967374920845032, 0.6738958358764648], [0.3406082093715668, 0.6645611524581909], [0.28014010190963745, 0.7365628480911255], [0.36581236124038696, 0.7228307723999023], [0.2678115665912628, 0.7826473712921143], [0.3643699586391449, 0.7751872539520264], [0.3163665235042572, 0.7834081649780273], [0.34432554244995117, 0.779693067073822], [0.30681371688842773, 0.8605878353118896], [0.3371647000312805, 0.85670405626297], [0.3145705461502075, 0.9501704573631287], [0.3428190052509308, 0.9422404170036316]]","[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.5069339275360107, 0.5844739675521851], [0.5211458206176758, 0.587870717048645], [0.4921833574771881, 0.6209992170333862], [0.5258802771568298, 0.62782222032547], [0.47831597924232483, 0.6609163880348206], [0.5343716740608215, 0.676262617111206], [0.48544374108314514, 0.6921376585960388], [0.5396310687065125, 0.7022920250892639], [0.4866965413093567, 0.7148577570915222], [0.5143018364906311, 0.7186582088470459], [0.4623603820800781, 0.7477919459342957], [0.5293477177619934, 0.7522462010383606], [0.4296502470970154, 0.7973944544792175], [0.5250486731529236, 0.8049035668373108]]","[319, 129]",crosscourt drive,"[2.526, 3.254, 1.487]","[3.246, 1.949, 2.836]","[0, 0, 0]"
34,"[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.3133888244628906, 0.6358423233032227], [0.3367242217063904, 0.6289792656898499], [0.3028625547885895, 0.682037889957428], [0.350830614566803, 0.6718766689300537], [0.2915852963924408, 0.7426547408103943], [0.3639914095401764, 0.7354177832603455], [0.27849870920181274, 0.774595320224762], [0.36498409509658813, 0.7855448126792908], [0.3188304007053375, 0.7884005308151245], [0.35225531458854675, 0.78412926197052], [0.3056996166706085, 0.8681755065917969], [0.3467617928981781, 0.8582442998886108], [0.31549566984176636, 0.9536586403846741], [0.35934439301490784, 0.9369425177574158]]","[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.5213253498077393, 0.582551121711731], [0.5354474782943726, 0.5898511409759521], [0.5031682848930359, 0.6150145530700684], [0.5389921069145203, 0.6287805438041687], [0.4858042299747467, 0.6464627981185913], [0.544134795665741, 0.6726862192153931], [0.4913681149482727, 0.67458176612854], [0.0, 0.0], [0.49437904357910156, 0.7029603123664856], [0.5230383276939392, 0.7094550132751465], [0.467459499835968, 0.7443393468856812], [0.5299017429351807, 0.7520615458488464], [0.4412676692008972, 0.7986211776733398], [0.5282642841339111, 0.8103207945823669]]","[319, 129]",crosscourt drive,"[2.655, 3.213, 1.625]","[3.234, 1.855, 2.908]","[0, 0, 0]"
35,"[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.3134888708591461, 0.6357454061508179], [0.33670875430107117, 0.6288492679595947], [0.3029620349407196, 0.6818999648094177], [0.3507874608039856, 0.6718231439590454], [0.29173606634140015, 0.7421471476554871], [0.3641393780708313, 0.7353551387786865], [0.27860310673713684, 0.7735350728034973], [0.3651622235774994, 0.7858243584632874], [0.31883496046066284, 0.7881578803062439], [0.3521820902824402, 0.7838534116744995], [0.30551058053970337, 0.8678058981895447], [0.34654510021209717, 0.8576766848564148], [0.31526732444763184, 0.9531832337379456], [0.359356164932251, 0.9361371994018555]]","[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.5215818881988525, 0.5815370082855225], [0.535521388053894, 0.5889812707901001], [0.5032145380973816, 0.6145806908607483], [0.539077877998352, 0.6286114454269409], [0.48560184240341187, 0.6460580825805664], [0.5440571904182434, 0.6727221012115479], [0.49124255776405334, 0.6750019788742065], [0.0, 0.0], [0.49413934350013733, 0.7030408978462219], [0.5228063464164734, 0.7096877098083496], [0.46771201491355896, 0.744047999382019], [0.5300275683403015, 0.7519726157188416], [0.4412631392478943, 0.7985363602638245], [0.5280057191848755, 0.8104892373085022]]","[319, 129]",crosscourt drive,"[2.729, 3.16, 1.72]","[3.24, 1.869, 2.896]","[0, 0, 0]"
36,"[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.3229411840438843, 0.6390631794929504], [0.34571579098701477, 0.6323663592338562], [0.311127632856369, 0.684357225894928], [0.3580464720726013, 0.675086259841919], [0.2997520864009857, 0.7453025579452515], [0.36934953927993774, 0.7397507429122925], [0.2860671877861023, 0.7738183736801147], [0.3715180456638336, 0.7857235670089722], [0.3232318162918091, 0.7897125482559204], [0.3572565019130707, 0.7860643267631531], [0.31012409925460815, 0.867624044418335], [0.3605201840400696, 0.8581200242042542], [0.3173261284828186, 0.9532157182693481], [0.377074658870697, 0.9370538592338562]]","[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.5321832299232483, 0.576762318611145], [0.5450137257575989, 0.584290087223053], [0.5162400007247925, 0.6092750430107117], [0.5453367233276367, 0.622310996055603], [0.4988446831703186, 0.6382091045379639], [0.5468123555183411, 0.6611097455024719], [0.5017971992492676, 0.6447240710258484], [0.5486408472061157, 0.6609251499176025], [0.5039365291595459, 0.6974045634269714], [0.5264052152633667, 0.7030007839202881], [0.4829689860343933, 0.747119665145874], [0.5287166833877563, 0.7537413835525513], [0.46395954489707947, 0.7991889715194702], [0.5254312753677368, 0.8097636699676514]]","[319, 129]",crosscourt drive,"[2.728, 3.161, 1.719]","[3.239, 1.863, 2.901]","[0, 0, 0]"
